title,original_title,budget,Genre,language,spoken_language,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,129000000,"Animation, Family, Adventure",en,English,https://www.howtotrainyourdragon.com/,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",86.168,104,524580592,2019-01-03,7.75,6224,United States of America,https://www.nytimes.com/2019/02/20/movies/how-to-train-your-dragon-hidden-world-review.html,The third in this franchise concerns the exigencies that poor Hiccup must face as the leader of Berk.,The New York Times,"subject:Movies;persons:DeBlois, Dean;persons:Baruchel, Jay;persons:ABRAHAM, F MURRAY;persons:Ferrera, America;creative_works:How to Train Your Dragon: The Hidden World (Movie);",2019-02-21T00:02:36+0000,531.0,‘How to Train Your Dragon: The Hidden World’ Review: A Series Scales Up,,,Love Takes Wing Amid Trouble in Utopia,,,,By Ben Kenigsberg,
A Tuba To Cuba,A Tuba To Cuba,0,"Documentary, Music, History",en,English,https://www.atubatocuba.com/,"A son seeking to fulfill his late father’s dream takes his band from the storied city of New Orleans to the shores of Cuba, where — through the universal language of music — dark and ancient connections between their peoples reveal the roots of jazz.",3.122,82,0,2019-02-15,6.6,8,"Cuba, United States of America",,,,,,,,,,,,,,,
Fighting with My Family,Fighting with My Family,11000000,Comedy,en,English,https://www.fightingwithmyfamily.movie/home,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",37.904,108,39055536,2019-02-14,6.863,1648,"United Kingdom, United States of America",,,,,,,,,,,,,,,
Sorry Angel,"Plaire, aimer et courir vite",0,"Comedy, Drama, Romance",fr,"French, Spanish",,Jacques is a writer living in Paris. He hasn't turned 40 but already mistrusts that the best in life is yet to come. Arthur is a student living in Brittany. He reads and smiles a lot and refuses to think that everything in life might not be possible. Jacques and Arthur will like each other. Just like in a lovely dream. Just like in a sad story.,23.331,132,1631910,2018-05-09,6.858,215,France,https://www.nytimes.com/2019/02/12/movies/sorry-angel-review.html,"Set in early 1990s Paris, Christophe Honoré’s new film presents us with a middle-aged, H.I.V.-stricken writer falling, wearily, for a bookish 20-something.",The New York Times,"subject:Movies;creative_works:Sorry Angel (Movie);persons:Honore, Christophe;",2019-02-12T21:46:52+0000,491.0,"‘Sorry Angel’ Review: A Love Affair Two Men Start, Knowing the End",Critic’s Pick,,Attraction: That’s the Easy Part,,,,By Glenn Kenny,
"Berlin, I Love You","Berlin, I Love You",0,Drama,en,"English, German",,An anthology feature of 10 stories of romance set in the German capital.,17.746,120,160000,2019-02-08,4.6,79,"Germany, United States of America",https://www.nytimes.com/2019/02/07/movies/berlin-i-love-you-review.html,"The once-divided nature of Berlin isn’t given much consideration in this film, part of the Cities of Love series.",The New York Times,"subject:Movies;creative_works:Berlin, I Love You (Movie);persons:Agron, Dianna;persons:Knightley, Keira;persons:Luna, Diego;persons:Mirren, Helen;persons:Rourke, Mickey;persons:Wilson, Luke;",2019-02-07T12:00:01+0000,227.0,"‘Berlin, I Love You’ Review: Many Stories, Not Much Feeling",,,"Berlin, I Love You",,,,By Glenn Kenny,
Untogether,Untogether,0,"Comedy, Drama",en,English,,"Once considered a teen prodigy, a recovering addict sobers up and tries to get her writing career back on track. She begins a relationship with a rising author known for his wartime memoirs.",9.55,98,0,2019-02-08,5.489,44,United States of America,https://www.nytimes.com/2019/02/07/movies/untogether-review.html,Jemima Kirke and Lola Kirke play damaged siblings in this exasperatingly affected romantic drama from Emma Forrest.,The New York Times,"subject:Movies;persons:Dornan, Jamie;persons:Kirke, Jemima;persons:Kirke, Lola;creative_works:Untogether (Movie);persons:Forrest, Emma;",2019-02-07T12:00:01+0000,269.0,"‘Untogether’ Review: Adrift in Los Angeles, Looking for Love",,,Untogether,,,,By Jeannette Catsoulis,
Cold War,Zimna wojna,4954500,"Drama, Romance, War, Music",pl,"German, Croatian, French, Italian, Polish, Russian",https://www.curzonartificialeye.com/cold-war,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other.",25.465,88,18754051,2018-06-08,7.455,1438,"France, Poland, United Kingdom",https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject:Movies;creative_works:Cold War (Movie);persons:Pawlikowski, Pawel;persons:Kot, Tomasz;persons:Kulesza, Agata;persons:Szyc, Borys;persons:Kulig, Joanna;",2018-12-20T17:09:56+0000,981.0,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,
If Beale Street Could Talk,If Beale Street Could Talk,12000000,"Romance, Drama",en,English,http://www.bealestreet.movie,"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence.",24.851,120,20572691,2018-12-14,6.946,1095,United States of America,https://www.nytimes.com/2018/12/12/movies/if-beale-street-could-talk-review.html,"The couple in this adaptation of James Baldwin’s novel are loving while black, an existential truth that is turned into a nightmare.",The New York Times,"subject:Movies;creative_works:If Beale Street Could Talk (Movie);persons:Jenkins, Barry;persons:Baldwin, James (1924-87);persons:James, Stephan (1993- );persons:Layne, KiKi;persons:Wittrock, Finn;",2018-12-12T21:30:02+0000,1057.0,‘If Beale Street Could Talk’ Review: Trusting Love in a World Ruled by Hate,Critic’s Pick,,Love Is Forced to Live in a Nightmare,,,,By Manohla Dargis,
Asher,Asher,0,"Thriller, Action, Drama",en,English,,"Asher is a former Mossad agent turned gun for hire, living an austere life in an ever-changing Brooklyn. Approaching the end of his career, he breaks the oath he took as a young man when he meets Sophie on a hit gone wrong. In order to have love in his life before it's too late, he must kill the man he was, for a chance at becoming the man he wants to be.",20.31,117,0,2018-12-07,5.809,138,United States of America,https://www.nytimes.com/2018/12/06/movies/asher-review.html,Ron Perlman and Famke Janssen star in this film that finds a hired killer dealing with his own mortality.,The New York Times,"subject:Movies;creative_works:Asher (Movie);persons:Caton-Jones, Michael;persons:Perlman, Ron;persons:Janssen, Famke;",2018-12-06T12:00:04+0000,259.0,‘Asher’ Review: An Aging Hit Man Finds Love,,,Asher,,,,By Glenn Kenny,
The Party's Just Beginning,The Party's Just Beginning,0,"Drama, Comedy",en,English,,"In a bleak Inverness midwinter, Luisaidh is careening off the rails after the suicide of her best friend. She medicates her misery with joyless sex, chips and a belief in the power of positive drinking. Surrounded by bittersweet memories, she struggles to find someone to talk to or some reason to make life worthwhile at the most stressful time of the year.",12.044,91,0,2018-12-07,6.236,53,"United Kingdom, United States of America",https://www.nytimes.com/2018/12/06/movies/the-partys-just-beginning-review.html,The actress Karen Gillan gets glum to play a depressed young woman in her feature directorial debut.,The New York Times,"subject:Movies;creative_works:The Party's Just Beginning (Movie);persons:Pace, Lee;persons:Gillan, Karen (1987- );persons:Beard, Matthew (1989- );",2018-12-06T12:00:01+0000,264.0,‘The Party’s Just Beginning’ Review: Loss and Love in Inverness,Critic’s Pick,,Topical Depression Above Scotland,,,,By Glenn Kenny,
The Great Pretenders,千王,0,Comedy,zh,Cantonese,,The Great Pretenders is a Hong Kong Comedy starring Tony Leung Chiu-Wai,12.549,95,0,1991-05-16,5.0,4,Hong Kong,,,,,,,,,,,,,,,
Sicilian Ghost Story,Sicilian Ghost Story,0,"Mystery, Drama, Fantasy",it,Italian,,"In a little Sicilian village at the edge of a forest, Giuseppe, a boy of 13, vanishes. Luna, his classmate who loves him, refuses to accept his mysterious disappearance. She rebels against the silence and complicity that surround her, and to find him she descends into the dark world which has swallowed him up and which has a lake as its mysterious entrance.",6.685,122,0,2017-11-18,6.6,137,"France, Italy, Switzerland",https://www.nytimes.com/2018/11/29/movies/sicilian-ghost-story-review.html,"Flipping from bucolic to brutal with distressing ease, this beautifully realized movie views a Mafia kidnapping through the prism of first love.",The New York Times,"subject:Movies;creative_works:Sicilian Ghost Story (Movie);persons:Grassadonia, Fabio;persons:Piazza, Antonio;",2018-11-29T12:00:06+0000,258.0,‘Sicilian Ghost Story’ Review: Fairy-Tale Love Meets Real-Life Crime,Critic’s Pick,,Love in an Enchanted Forest Turns Eerie,,,,By Jeannette Catsoulis,
The New Romantic,The New Romantic,0,"Drama, Comedy",en,English,,"In order to escape her looming post-graduation fate that includes student debt and zero romantic prospects, Blake Conway becomes a sugar baby. As the aspiring journalist and hopeless romantic documents the adventure, she sets out on a quest to figure out if society is right to judge these women and if her own self worth comes with a price.",15.31,82,0,2018-10-19,6.3,108,Canada,https://www.nytimes.com/2018/11/08/movies/the-new-romantic-review.html,A college newspaper columnist writes about her experiences trading gifts for sex in a film that squanders its good will.,The New York Times,"subject:Movies;creative_works:The New Romantic (Movie);persons:Barden, Jessica (1992- );persons:Stone, Carly (Film Director);",2018-11-08T12:05:01+0000,269.0,‘The New Romantic’ Review: Experiments With Love and Money,,,The New Romantic,,,,By Teo Bugbee,
Pimp,Pimp,0,Drama,en,English,,"An urban love story set on the hard streets of the Bronx. A struggling female pimp, named Wednesday, grows up learning the game from her dad. Once he's gone she's left to look out for her prostitute mother and girlfriend Nikki.",15.257,86,0,2018-11-09,6.3,29,United States of America,https://www.nytimes.com/2018/11/08/movies/pimp-review.html,This lurid melodrama follows a female pimp (Keke Palmer) and her girlfriend-prostitute.,The New York Times,"subject:Movies;persons:Palmer, Keke;persons:Gathegi, Edi;persons:Crokos, Christine;creative_works:Pimp (Movie);",2018-11-08T12:00:01+0000,270.0,‘Pimp’ Review: Blaxploitation and Lesbian Love,,,Pimp,,,,By Jeannette Catsoulis,
In a Relationship,In a Relationship,0,"Drama, Comedy, Romance",en,English,,"Long-term couple Owen and Hallie are breaking up—or maybe not?—and just as their relationship reaches a turning point, Matt and Willa embark on a romance of their own.",11.02,92,0,2018-11-09,5.8,103,"Mexico, United States of America",https://www.nytimes.com/2018/11/08/movies/in-a-relationship-review.html,"Sam Boyd’s gentle, loose-limbed romantic comedy wins no prizes for originality.",The New York Times,"subject:Movies;persons:Roberts, Emma (1991- );persons:ANGARANO, MICHAEL;persons:Hemingway, Dree (1987- );creative_works:In a Relationship (Movie);persons:Boyd, Sam (Film Director);",2018-11-08T12:00:01+0000,253.0,‘In a Relationship’ Review: Two Couples at Opposite Stages of Love,,,In a Relationship,,,,By Jeannette Catsoulis,
They,They,17000000,"Horror, Thriller",en,English,,A psychology student who experienced night terrors as a child must face the chilling realization that her nightmares were not all in her head.,24.975,90,12840842,2002-11-01,5.0,251,United States of America,https://www.nytimes.com/2018/11/01/movies/theyll-love-me-when-im-dead-review-documentary.html,Morgan Neville’s movie tells the tumultuous behind-the-scenes story of the making and near-unmaking of “The Other Side of the Wind.”,The New York Times,"subject:Documentary Films and Programs;creative_works:They'll Love Me When I'm Dead (Movie);persons:Neville, Morgan;creative_works:The Other Side of the Wind (Movie);persons:Welles, Orson;",2018-11-01T13:56:39+0000,794.0,Review: ‘They’ll Love Me When I’m Dead’ Documents Orson Welles’s Last Film,,,The Legend Behind The Scenes,,,,By Manohla Dargis,
Burning,Burning,0,Documentary,en,English,,"Follows the deadly Australian bushfires of 2019-2020, known as ‘Black Summer’. Burning is an exploration of what happened as told from the perspective of victims of the fires, activists and scientists.",13.607,86,0,2021-09-09,6.962,13,"Australia, United Kingdom, United States of America",https://www.nytimes.com/2018/10/25/movies/burning-review.html,The great South Korean director Lee Chang-dong’s latest involves three characters subsumed by desire and rage.,The New York Times,"subject:Movies;creative_works:Burning (Movie);persons:Lee Chang-dong;persons:Yeun, Steven;persons:Murakami, Haruki;",2018-10-25T17:39:04+0000,949.0,"Review: In ‘Burning,’ Love Ignites a Divided World",,,Love Ignites a Divided World,,,,By Manohla Dargis,
After Everything,After Everything,14000000,"Romance, Drama",en,"English, Portuguese",,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",111.957,93,10600000,2023-09-13,6.95,791,United States of America,https://www.nytimes.com/2018/10/11/movies/after-everything-review.html,This cancer drama focuses less on the high stakes of illness than on how two young people talk to each other in sickness and in health.,The New York Times,"subject:Movies;creative_works:After Everything (Movie);persons:White, Jeremy Allen;persons:Monroe, Maika;",2018-10-11T11:00:01+0000,268.0,"Review: In ‘After Everything,’ a Young Love Blooms in Crisis",,,After Everything,,,,By Teo Bugbee,
Quincy,Quincy,0,"Documentary, Music",en,English,https://www.netflix.com/title/80102952,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.  Jones came to prominence in the 1950s as a jazz arranger and conductor before working on pop music and film scores. He moved easily between musical genres, producing major pop hits of the early 1960s  and serving as an arranger and conductor for several collaborations in the same time period.",21.642,124,0,2018-09-21,7.316,103,United States of America,https://www.nytimes.com/2018/09/20/movies/quincy-review-quincy-jones.html,"A documentary reveals its octogenarian subject as still busy and productive, and not a little haunted by memories of friends now gone.",The New York Times,"creative_works:Quincy (Movie);persons:Jones, Quincy;persons:Jones, Rashida;persons:Hicks, Alan;subject:Documentary Films and Programs;subject:Music;organizations:Netflix Inc;",2018-09-20T14:00:01+0000,460.0,Review: ‘Quincy’ Captures a Lifelong Love Affair With Music,,,The Man Behind the Music,,,,By Glenn Kenny,
"Love, Gilda","Love, Gilda",0,Documentary,en,English,http://lovegilda.com/,"Diaries, audiotapes, videotapes and testimonies from friends and colleagues offer insight into the life and career of Gilda Radner -- the beloved comic and actress who became an icon on Saturday Night Live.",14.548,84,0,2018-04-18,7.2,40,,https://www.nytimes.com/2018/09/20/movies/love-gilda-review-saturday-night-live-documentary.html,"Adding to the booming genre of comedian documentaries, this film is an affectionate portrait of one of the first major stars of “Saturday Night Live.”",The New York Times,"subject:Documentary Films and Programs;creative_works:Love, Gilda (Movie);persons:Radner, Gilda;persons:D'Apolito, Lisa;creative_works:Saturday Night Live (TV Program);subject:Television;subject:Comedy and Humor;",2018-09-20T11:00:01+0000,421.0,"Review: In ‘Love, Gilda,’ a Portrait of a Brief and Brilliant Career",,,"Eccentric Charm, Raucous Abandon",,,,By Jason Zinoman,
Nothing Like a Dame,Nothing Like a Dame,0,Documentary,en,English,http://purplemoopictures.com/work/nothing-like-dame/,"BBC Arena's documentary on the Dames of British Theatre and film featuring Maggie Smith, Elieen Atkins, Judi Dench and Joan Plowright on screen together for the first time as they reminisce over a long summer weekend in a house Joan once shared with Sir Laurence Olivier.",11.731,80,0,2018-05-02,6.8,48,United Kingdom,,,,,,,,,,,,,,,
The Citizen,The Citizen,0,,en,"Arabic, English",,"Yearning to leave behind his life of misfortune in the Middle East, Ibrahim Jarrah wins the U.S. Green Card Lottery for a chance to become an American citizen. Ibrahim lands in New York City the day before 9/11…and the events of the September terrorist attacks forever shape the struggles he faces on his journey to capture the American dream.",4.051,99,0,2012-09-19,6.6,23,United States of America,https://www.nytimes.com/2018/07/05/movies/the-citizen-review.html,"This Hungarian film is a careful, compassionate and beautifully acted character drama with a social conscience.",The New York Times,"subject:Movies;creative_works:The Citizen (Movie);persons:Vranik, Roland;",2018-07-05T12:00:01+0000,274.0,"Review: In ‘The Citizen,’ an Immigrant Picks a Bad Time to Fall in Love",,,The Citizen,,,,By Glenn Kenny,
"Love, Cecil","Love, Cecil",0,Documentary,en,English,,"A documentary about Academy Award-winning costume designer Cecil Beaton. A respected photographer, artist, and set designer, Beaton was best known for designing on award-winning films such as 'Gigi' (1958) and 'My Fair Lady' (1964). The film features archive footage and interviews with a number of models, artists, and filmmakers who worked closely with Beaton during his illustrious career.",7.409,98,0,2017-12-01,6.4,12,United States of America,https://www.nytimes.com/2018/06/28/movies/love-cecil-beaton-documentary-review.html,"Lisa Immordino Vreeland’s new documentary is about Cecil Beaton, the British dandy, photographer and theatrical designer.",The New York Times,"subject:Documentary Films and Programs;creative_works:Love, Cecil (Movie);persons:Beaton, Cecil;persons:Vreeland, Lisa Immordino;",2018-06-28T11:00:01+0000,293.0,"Review: In ‘Love, Cecil,’ an Aesthete Ahead of His Time",,,"Love, Cecil",,,,By Glenn Kenny,
How to Talk to Girls at Parties,How to Talk to Girls at Parties,0,"Comedy, Music, Romance, Science Fiction",en,English,https://a24films.com/films/how-to-talk-to-girls-at-parties,"In 1970s London, a teenage outsider named Enn falls in love with a rebellious alien girl named Zan, who has come to Earth for a party. Together, they navigate the complexities of intergalactic culture and the trials of first love.",20.246,103,0,2017-10-06,6.007,374,"United Kingdom, United States of America",https://www.nytimes.com/2018/05/24/movies/how-to-talk-to-girls-at-parties-review.html,John Cameron Mitchell’s loony romantic comedy encourages young love to bloom in the soil of an alien visitation.,The New York Times,"subject:Movies;creative_works:How to Talk to Girls at Parties (Movie);persons:Mitchell, John Cameron;persons:Fanning, Elle;persons:Sharp, Alexander;",2018-05-24T11:00:01+0000,458.0,Review: An Alien Teaches a Teenage Punk ‘How to Talk to Girls at Parties’,,,Otherworldly Love in a Punk-Rock World,,,,By Jeannette Catsoulis,
Rogers Park,Rogers Park,0,,en,,https://www.tanpinpin.com/about/rogers-park/,The connections between three strangers living in Chicago's Rogers Park neighborhood are explored in this short film.,0.756,11,0,2001-03-09,0.0,0,,https://www.nytimes.com/2018/04/26/movies/review-rogers-park.html,Two couples struggle to find serenity as middle age and its multiple discontents come breathing down their necks.,The New York Times,"subject:Movies;creative_works:Rogers Park (Movie);persons:Henry, Kyle;",2018-04-26T11:00:10+0000,325.0,"Review: In ‘Rogers Park,’ Life and Love in a Chicago Neighborhood",,,Rogers Park,,,,By Glenn Kenny,
Godard Mon Amour,Le Redoutable,12840746,"Drama, Romance, Comedy",fr,"Czech, French, English, Italian",,"In 1967, during the making of “La Chinoise,” film director Jean-Luc Godard falls in love with 19-year-old actress Anne Wiazemsky and marries her.",27.425,108,82264,2017-06-24,6.667,348,"Myanmar, France",https://www.nytimes.com/2018/04/18/movies/godard-mon-amour-review.html,A portrait of a filmmaker in crisis that might have worked better as a comedy sketch.,The New York Times,"subject:Movies;creative_works:Godard Mon Amour (Movie);persons:Hazanavicius, Michel;persons:Godard, Jean-Luc;persons:Wiazemsky, Anne;persons:Garrel, Louis;",2018-04-18T23:02:46+0000,937.0,"Review: If You Love Godard, You’ll Hate-Watch ‘Godard Mon Amour’",,,"A Portrait and, for Some, a Hate-Watch",,,,By A.O. Scott,
Submergence,Submergence,15000000,"Drama, Thriller, Romance",en,"Arabic, English, French, Somali",,"While James More is held captive by terrorists in Somalia, thousands of miles away on the Greenland Sea, his lover Danny Flinders prepares to dive herself in a submersible into the deep bottom of the ocean, tormented by the memories of their brief encounter in France and her inability to know his whereabouts.",24.629,112,0,2017-09-22,5.468,285,"United States of America, France, Germany, Spain",https://www.nytimes.com/2018/04/12/movies/submergence-review-wim-wenders.html,"In Wim Wenders’s film, Alicia Vikander and James McAvoy are soul mates who find each other before a plotline involving Somali jihadists separates them.",The New York Times,"subject:Movies;creative_works:Submergence (Movie);persons:Vikander, Alicia (1988- );persons:McAvoy, James;persons:Wenders, Wim;persons:Ledgard, J M;persons:Dignam, Erin;subject:Books and Literature;",2018-04-12T11:00:01+0000,591.0,"Review: In ‘Submergence,’ a Love Story Sunk by Geopolitics",,,"They Find Each Other, Then Geopolitics Set In",,,,By Glenn Kenny,
Outside In,Outside In,0,Drama,en,English,,An ex-con struggling to readjust to life in his small town forms an intense bond with his former high-school teacher.,13.267,109,0,2018-03-30,6.125,96,United States of America,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject:Movies;creative_works:Outside In (Movie);persons:Shelton, Lynn;persons:Duplass, Jay;persons:Falco, Edie;persons:Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422.0,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
"Love, Simon","Love, Simon",17000000,"Comedy, Drama, Romance",en,English,https://www.20thcenturystudios.com/movies/love-simon,"Everyone deserves a great love story, but for 17-year-old Simon Spier, it's a little more complicated. He hasn't told his family or friends that he's gay, and he doesn't know the identity of the anonymous classmate that he's fallen for online.",61.088,110,66316289,2018-02-16,8.009,5977,United States of America,https://www.nytimes.com/2018/03/15/movies/love-simon-review.html,"This comedy set in a particularly idyllic Atlanta suburb has a gay love story, a blackmailing weasel and surprising emotional resonance.",The New York Times,"subject:Movies;creative_works:Love, Simon (Movie);persons:Berlanti, Greg;persons:Robinson, Nick (1995- );",2018-03-15T17:26:47+0000,272.0,"Review: In ‘Love, Simon,’ a Glossy Teen Romance, the Hero Has a Secret",,,Coming Out Is Complicated,,,,By Glenn Kenny,
Keep the Change,Keep the Change,0,"Comedy, Romance",en,English,https://www.kinolorber.com/film/view/id/3084,"When aspiring filmmaker David is mandated by a judge to attend a social program at the Jewish Community Center, he is sure of one thing: he doesn't belong there. But when he's assigned to visit the Brooklyn Bridge with the vivacious Sarah, sparks fly and his convictions are tested. Their budding relationship must weather Sarah's romantic past, David's judgmental mother, and their own pre-conceptions of what love is supposed to look like.",5.306,94,0,2018-03-16,6.15,19,United States of America,https://www.nytimes.com/2018/03/15/movies/keep-the-change-review.html,"A stubborn thirtysomething sentenced to spend time in an autism support group after an arrest finds romance, in this film starring actors with autism.",The New York Times,"subject:Movies;creative_works:Keep the Change (Movie);persons:Israel, Rachel;",2018-03-15T16:10:25+0000,258.0,"Review: In ‘Keep the Change,’ Two People With Autism Find Love",,,Keep the Change,,,,By Glenn Kenny,
The Party,The Party,1500000,Comedy,en,English,,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put on the guest list for an upcoming party at the home of a Hollywood film producer. Unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect.",26.167,99,2900000,1968-04-04,7.3,734,United States of America,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject:Movies;creative_works:The Party (Movie);persons:Potter, Sally;persons:Spall, Timothy;persons:Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598.0,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,
The Housemaid,The Housemaid,0,Thriller,tl,Tagalog,,"Daisy's task as a new maid to a wealthy family is to watch over a young kid, but unknowingly she's being watched by the kid's father. When temptation kicks in Daisy and the wealthy family's lives start to shatter in pieces.",15.474,114,0,2021-09-10,4.8,11,Philippines,https://www.nytimes.com/2018/02/15/movies/the-housemaid-review.html,"Set in 1953, when the country was under French colonial rule, the story takes place on a plantation that harbors shameful secrets — and an apparition.",The New York Times,"subject:Movies;glocations:Vietnam;persons:Nguyen, Derek;creative_works:The Housemaid (Movie);",2018-02-15T12:00:02+0000,273.0,"Review: In ‘The Housemaid,’ Twisted Love and Angry Ghosts in Vietnam",,,The Housemaid,,,,By Jeannette Catsoulis,
Forever My Girl,Forever My Girl,3500000,"Romance, Drama, Music",en,English,http://www.forevermygirlthemovie.com,"After being gone for a decade, a country star returns home to the love he left behind.",34.052,104,16367326,2018-01-26,7.607,1179,United States of America,https://www.nytimes.com/2018/01/19/movies/forever-my-girl-review.html,There are few hard feelings in Bethany Ashton Wolf’s adaptation of a novel by Heidi McLaughlin.,The New York Times,"subject:Movies;creative_works:Forever My Girl (Movie);persons:Wolf, Bethany Ashton;",2018-01-19T17:22:06+0000,273.0,"Review: In ‘Forever My Girl,’ a Romance Resumes After a Long Break",,,Hitting  Pause On Love,,,,By Glenn Kenny,
Kangaroo: A Love-Hate Story,Kangaroo: A Love-Hate Story,0,Documentary,en,English,http://KangarooTheMovie.com,"This groundbreaking film reveals the truth surrounding Australia’s love-hate relationship with its beloved icon. The kangaroo image is proudly used by top companies, sports teams and as tourist souvenirs, yet when they hop across the vast continent some consider them to be pests to be shot and sold for profit. KANGAROO unpacks a national paradigm where the relationship with kangaroos is examined.",2.627,103,0,2018-01-19,8.7,3,Australia,https://www.nytimes.com/2018/01/18/movies/kangaroo-a-love-hate-story-review.html,"The documentary looks at the mass killings of kangaroos for pet-food companies, leather processors and ranchers in Australia.",The New York Times,"creative_works:Kangaroo: A Love-Hate Story (Movie);subject:Kangaroos;subject:Animal Abuse, Rights and Welfare;persons:McIntyre Clere, Kate;persons:McIntyre, Mick;subject:Documentary Films and Programs;glocations:Australia;",2018-01-18T12:00:23+0000,263.0,Review: ‘Kangaroo: A Love-Hate Story’ Exposes a Wildlife Massacre,,,Kangaroo: A Love-Hate Story,,,,By Ken Jaworowski,
Lover for a Day,L'Amant d'un jour,0,"Drama, Romance",fr,French,,"After a bad breakup, a college-aged Parisian moves into her father's flat only to discover that he is living with his new girlfriend - a young woman her age.",7.052,76,23692,2017-05-31,6.2,74,France,https://www.nytimes.com/2018/01/11/movies/lover-for-a-day-review-philippe-garrel.html,"In Philippe Garrel’s drama, a 23-year-old woman moves in with her father and his 23-year-old girlfriend. Complications ensue.",The New York Times,"subject:Movies;creative_works:Lover for a Day (Movie);persons:Garrel, Philippe;",2018-01-11T16:20:53+0000,863.0,Review: A Man and a Woman (and Another Woman) in ‘Lover for a Day’,,,A Love Triangle With Angles That Are Awkward,,,,By Manohla Dargis,
Youth,Youth,13360000,"Comedy, Drama",it,"German, Spanish, English",http://www.pathefilms.com/film/youth,"Two lifelong friends bond whilst vacationing in a luxury Swiss Alps lodge as they ponder retirement. While Fred has no plans to resume his musical career despite the urging of his loving daughter Lena, Mick is intent on finishing the screenplay for what may be his last important film for his muse Brenda. And where will inspiration lead their younger friend Jimmy, an actor grasping to make sense of his next performance?",44.689,125,2000000,2015-05-20,6.906,1991,"France, Italy, Switzerland, United Kingdom",https://www.nytimes.com/2017/12/14/movies/youth-review.html,This decades-spanning melodrama chronicles the rivalries and heartbreaks of a dance troupe in Mao’s China.,The New York Times,subject:Movies;persons:Feng Xiaogang;creative_works:Youth (Movie);,2017-12-14T12:00:26+0000,267.0,"Review: In ‘Youth,’ the People’s Dance Troupe, in Love and War",,,Youth,,,,By Glenn Kenny,
